question_number,pipeline,correct,predicted,ground_truth,quote,source,latency,run_timestamp
24.0,Dense RAG,True,C,C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compressk tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the decoder’s token space, allowing the decoder to interpret and accurately reconstruct the original information.",filename: 2509.01092v2.pdf page 3,20.243279695510864,2025-12-02 17:48:14
25.0,Dense RAG,True,C,C,Reward = - Log(Perplexity),"2509.01092v2.pdf, Page: 17",13.24046540260315,2025-12-02 17:48:14
26.0,Dense RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of 16384 (mid-to-long context), REFRAG with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache1...","2509.01092v2.pdf, Page: 2",14.727595090866089,2025-12-02 17:48:14
27.0,Dense RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,14.455180168151855,2025-12-02 17:48:14
28.0,Dense RAG,True,C,C,"The original Llama-2-7B supports only a4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.","2509.01092v2.pdf, Page: 4",32.25513029098511,2025-12-02 17:48:14
29.0,Dense RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.",filename: 2509.01092v2.pdf page 6,15.305373668670654,2025-12-02 17:48:14
30.0,Dense RAG,True,C,C,"Instead of using tokens from retrieved passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.","2509.01092v2.pdf, Page: 1",19.71769499778748,2025-12-02 17:48:14
31.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,16.380649089813232,2025-12-02 17:48:14
32.0,Dense RAG,True,C,C,"Table 6 shows that with short context length s we are able to achievek× acceleration in TTFT and up tok× acceleration in throughput. With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.","2509.01092v2.pdf, Page: 15",16.076308250427246,2025-12-02 17:48:14
33.0,Dense RAG,True,C,C,"Under the context length of 16384 (i.e., mid-to-long context), REFRAG achieves 16.53× acceleration in TTFT with cache and 8.59× without cache.",filename: 2509.01092v2.pdf page 15,14.539921045303345,2025-12-02 17:48:14
34.0,Dense RAG,False,ERROR,C,No quote provided,,76.96307158470154,2025-12-02 17:48:14
35.0,Dense RAG,True,C,C,"For the reconstruction task, training begins with reconstructing a single chunk: the encoder receives one chunk embeddingc1 for x1:k and and the decoder reconstructs thek tokens using the projected chunk embeddingecnk 1 . Subsequently, the model reconstructs x1:2k frome cnk 1 , ecnk 2 , and so forth.",filename: 2509.01092v2.pdf page 3,21.045095443725582,2025-12-02 17:48:14
36.0,Dense RAG,True,C,C,"Additionally, an RL policy is trained to do selective compression to further improve the performance which we will defer the discussion to section 2.","2509.01092v2.pdf, Page: 2",29.48262119293213,2025-12-02 17:48:14
37.0,Dense RAG,True,C,C,"With a compression rate of 16, we achieve a 9.3% average log-perplexity improvement over CEPE across four datasets2.",filename: 2509.01092v2.pdf page 4,12.148813009262083,2025-12-02 17:48:14
38.0,Dense RAG,False,,C,"Not applicable, as no supporting evidence was found in the context.",Not applicable.,26.24618029594421,2025-12-02 17:48:14
39.0,Dense RAG,True,C,C,We follow the work of Lin et al. (2024) to use Wikipedia dumps and CommonCrawl dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We use the DRAGON+ model Lin et al. (2023) as our retriever...,filename: 2509.01092v2.pdf page 7,17.227094173431396,2025-12-02 17:48:14
40.0,Dense RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",14.108783960342407,2025-12-02 17:48:14
41.0,Dense RAG,True,C,C,"Instead of using tokens from retrieved passages as input,REFRAGleverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.","2509.01092v2.pdf, Page: 1",12.181846618652344,2025-12-02 17:48:14
42.0,Dense RAG,True,B,B,Reconstruction task is essential for the model to learn the continual pre-training task.,"2509.01092v2.pdf, Page: 5",22.52753496170044,2025-12-02 17:48:14
43.0,Dense RAG,True,C,C,REFRAGRL uses RL-based selective compression.,"2509.01092v2.pdf, Page: 4",14.658833026885986,2025-12-02 17:48:14
44.0,Dense RAG,False,D,C,"Notably, REFRAG8 and REFRAG16 consistently outperform other baselines across nearly all settings, while also achieving lower latency than CEPE (figure 2).","2509.01092v2.pdf, Page: 4",16.932452917099,2025-12-02 17:48:14
45.0,Dense RAG,True,C,C,"This finding is particularly surprising, as REFRAG16 achieves a compression rate of 8 without recomputing chunk embeddings, yet still surpasses the performance of REFRAG8.",filename: 2509.01092v2.pdf page 6,15.101384162902832,2025-12-02 17:48:14
46.0,Dense RAG,False,D,C,"In RAG, much of the LLM context consists of concatenated passages from retrieval, with only a small subset directly relevant to the query.","2509.01092v2.pdf, Page: 0",23.05578064918518,2025-12-02 17:48:14
47.0,Dense RAG,True,B,B,"Moreover, the time-to-first-token (TTFT) latency increases quadratically, while the time-to-iterative-token (TTIT) latency grows linearly with prompt length (Liu et al., 2025).",filename: 2509.01092v2.pdf page 0,14.425376176834106,2025-12-02 17:48:14
48.0,Dense RAG,True,B,B,"The whole training is split into 9 stages. In each stage, we have a combination of different data (e.g., 1X8 means reconstructing 8 tokens, 2X8 means reconstructing 16 tokens).","2509.01092v2.pdf, Page: 19",15.717730522155762,2025-12-02 17:48:14
49.0,Dense RAG,True,C,C,"The result demonstrates that under the same number of retrieved passages, we are able to match the performance of LLaMA in the strong retriever setting and even outperform LLaMA under the weak retriever setting. This is because our model enables larger context and hence enables extract more useful information when the retrieved passages are less relevant.",filename: 2509.01092v2.pdf page 7,27.29338502883911,2025-12-02 17:48:14
50.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",10.74449872970581,2025-12-02 17:48:14
51.0,Dense RAG,True,C,C,"Due to diversity and other operations such as deduplication, most context chunks during decoding are unrelated, resulting in predominantly zero cross-attention between chunks (see figure 7).",filename: 2509.01092v2.pdf page 1,13.649616479873655,2025-12-02 17:48:14
52.0,Dense RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,12.771034240722656,2025-12-02 17:48:14
53.0,Dense RAG,True,C,C,"REFRAGleverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder. This approach offers three main advantages: ... 3) It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",46.95270562171936,2025-12-02 17:48:14
54.0,Dense RAG,True,C,C,"With longer context lengths, we are able to achieve up to k²× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,13.235216617584229,2025-12-02 17:48:14
55.0,Dense RAG,True,C,C,"In this task, we freeze the decoder model and only train the encoder and projection layer.",filename: 2509.01092v2.pdf page 3,12.8122239112854,2025-12-02 17:48:14
56.0,Dense RAG,True,C,C,"Table 11Performance comparison on reconstruction task with and w/o curriculum learning. Log-Perplexity is reported
as average of Arxiv and Book domain.
...
REFRAGw/o curriculum 3.719 3.098 2.272 1.599
REFRAGwith curriculum 0.669 0.451 0.230 0.135","2509.01092v2.pdf, Page: 25",20.38652968406677,2025-12-02 17:48:14
57.0,Dense RAG,False,A,C,We compare the perplexity of xs+1:s+o using different selection policy under different p.,"2509.01092v2.pdf, Page: 4",21.502865076065063,2025-12-02 17:48:14
58.0,Dense RAG,True,C,C,Table 13 demonstrates thatREFRAG16 with RL-based selective compression consistently outperformsREFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,13.2085862159729,2025-12-02 17:48:14
59.0,Dense RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,16.283151865005493,2025-12-02 17:48:14
60.0,Dense RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,11.36487102508545,2025-12-02 17:48:14
61.0,Dense RAG,True,C,C,"the context is the dominating part of the input (i.e., s≫q ) and hence the overall input to the decoder will be reduced by a factor of≃k .","2509.01092v2.pdf, Page: 2",16.280967950820923,2025-12-02 17:48:14
62.0,Dense RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up tok2× for both metrics.","2509.01092v2.pdf, Page: 2",15.360061407089232,2025-12-02 17:48:14
63.0,Dense RAG,True,C,C,"The effective compression rate k / (1−p+kp) decreases when fewer chunks are compressed (i.e.,p increases).",filename: 2509.01092v2.pdf page 4,10.751355409622192,2025-12-02 17:48:14
64.0,Dense RAG,False,INFORMATION NOT AVAILABLE IN CONTEXT,C,,,34.40594935417175,2025-12-02 17:48:14
65.0,Dense RAG,True,C,C,"REFRAG leverages pre-computed, compressed chunk embeddings as approximate representations, feeding these embeddings directly into the decoder.","2509.01092v2.pdf, Page: 1",52.83854007720947,2025-12-02 17:48:14
66.0,Dense RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,12.59441089630127,2025-12-02 17:48:14
67.0,Dense RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG attains a 1.22% average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",20.27465295791626,2025-12-02 17:48:14
68.0,Dense RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.",filename: 2509.01092v2.pdf page 4,13.21183705329895,2025-12-02 17:48:14
69.0,Dense RAG,False,ERROR,C,No quote provided,,44.54114890098572,2025-12-02 17:48:14
70.0,Dense RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,14.130982637405396,2025-12-02 17:48:14
1.0,Baseline (Zero-shot),True,C,C,No quote provided,,18.237319707870483,2025-12-02 20:39:50
2.0,Baseline (Zero-shot),False,A,C,No quote provided,,15.374397993087769,2025-12-02 20:39:50
3.0,Baseline (Zero-shot),False,C,B,No quote provided,,24.532078981399536,2025-12-02 20:39:50
4.0,Baseline (Zero-shot),True,D,D,No quote provided,,15.110836505889893,2025-12-02 20:39:50
5.0,Baseline (Zero-shot),True,C,C,No quote provided,,18.06275081634521,2025-12-02 20:39:50
6.0,Baseline (Zero-shot),False,A,C,No quote provided,,16.89988660812378,2025-12-02 20:39:50
7.0,Baseline (Zero-shot),False,A,C,No quote provided,,18.431761980056763,2025-12-02 20:39:50
8.0,Baseline (Zero-shot),True,B,B,No quote provided,,21.51600289344788,2025-12-02 20:39:50
9.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.498174905776978,2025-12-02 20:39:50
10.0,Baseline (Zero-shot),True,C,C,No quote provided,,15.052483797073364,2025-12-02 20:39:50
11.0,Baseline (Zero-shot),True,C,C,No quote provided,,20.27530217170716,2025-12-02 20:39:50
12.0,Baseline (Zero-shot),True,C,C,No quote provided,,38.29514813423157,2025-12-02 20:39:50
13.0,Baseline (Zero-shot),False,A,C,No quote provided,,123.33400774002077,2025-12-02 20:39:50
14.0,Baseline (Zero-shot),True,C,C,No quote provided,,22.384976148605347,2025-12-02 20:39:50
15.0,Baseline (Zero-shot),False,A,C,No quote provided,,31.64015388488769,2025-12-02 20:39:50
16.0,Baseline (Zero-shot),True,C,C,No quote provided,,18.1247193813324,2025-12-02 20:39:50
17.0,Baseline (Zero-shot),False,A,C,No quote provided,,24.67987585067749,2025-12-02 20:39:50
18.0,Baseline (Zero-shot),True,C,C,No quote provided,,26.622366666793823,2025-12-02 20:39:50
19.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.205604076385498,2025-12-02 20:39:50
20.0,Baseline (Zero-shot),False,A,C,No quote provided,,22.422532081604004,2025-12-02 20:39:50
21.0,Baseline (Zero-shot),True,C,C,No quote provided,,43.56861233711243,2025-12-02 20:39:50
22.0,Baseline (Zero-shot),False,A,C,No quote provided,,58.42149996757507,2025-12-02 20:39:50
23.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.203542947769165,2025-12-02 20:39:50
24.0,Baseline (Zero-shot),True,C,C,No quote provided,,15.361141204833984,2025-12-02 20:39:50
25.0,Baseline (Zero-shot),False,A,C,No quote provided,,17.53419256210327,2025-12-02 20:39:50
26.0,Baseline (Zero-shot),False,A,C,No quote provided,,14.719824314117432,2025-12-02 20:39:50
27.0,Baseline (Zero-shot),False,A,C,No quote provided,,15.66734743118286,2025-12-02 20:39:50
28.0,Baseline (Zero-shot),False,A,C,No quote provided,,19.66080355644226,2025-12-02 20:39:50
29.0,Baseline (Zero-shot),True,C,C,No quote provided,,16.295620441436768,2025-12-02 20:39:50
30.0,Baseline (Zero-shot),False,A,C,No quote provided,,22.10567808151245,2025-12-02 20:39:50
31.0,Baseline (Zero-shot),False,A,C,No quote provided,,23.9599769115448,2025-12-02 20:39:50
32.0,Baseline (Zero-shot),False,A,C,No quote provided,,21.810955047607425,2025-12-02 20:39:50
33.0,Baseline (Zero-shot),True,C,C,No quote provided,,28.879018306732178,2025-12-02 20:39:50
34.0,Baseline (Zero-shot),False,A,C,No quote provided,,18.73670506477356,2025-12-02 20:39:50
35.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.817639350891113,2025-12-02 20:39:50
36.0,Baseline (Zero-shot),True,C,C,No quote provided,,23.87133550643921,2025-12-02 20:39:50
37.0,Baseline (Zero-shot),False,B,C,No quote provided,,16.00235152244568,2025-12-02 20:39:50
38.0,Baseline (Zero-shot),True,C,C,No quote provided,,16.036304235458374,2025-12-02 20:39:50
39.0,Baseline (Zero-shot),True,C,C,No quote provided,,30.72023034095764,2025-12-02 20:39:50
40.0,Baseline (Zero-shot),True,C,C,No quote provided,,18.43191885948181,2025-12-02 20:39:50
41.0,Baseline (Zero-shot),True,C,C,No quote provided,,16.778002977371216,2025-12-02 20:39:50
42.0,Baseline (Zero-shot),True,B,B,No quote provided,,15.477879285812378,2025-12-02 20:39:50
43.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.510050058364868,2025-12-02 20:39:50
44.0,Baseline (Zero-shot),False,A,C,No quote provided,,27.033312797546387,2025-12-02 20:39:50
45.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.817701816558838,2025-12-02 20:39:50
46.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.76469349861145,2025-12-02 20:39:50
47.0,Baseline (Zero-shot),False,A,B,No quote provided,,20.461433172225952,2025-12-02 20:39:50
48.0,Baseline (Zero-shot),True,B,B,No quote provided,,16.762300968170166,2025-12-02 20:39:50
49.0,Baseline (Zero-shot),True,C,C,No quote provided,,21.155415058135983,2025-12-02 20:39:50
50.0,Baseline (Zero-shot),True,C,C,No quote provided,,19.087785482406616,2025-12-02 20:39:50
51.0,Baseline (Zero-shot),True,C,C,No quote provided,,16.588658809661865,2025-12-02 20:39:50
52.0,Baseline (Zero-shot),True,C,C,No quote provided,,19.967798948287964,2025-12-02 20:39:50
53.0,Baseline (Zero-shot),True,C,C,No quote provided,,14.143659114837646,2025-12-02 20:39:50
54.0,Baseline (Zero-shot),False,A,C,No quote provided,,54.26078057289124,2025-12-02 20:39:50
55.0,Baseline (Zero-shot),False,A,C,No quote provided,,18.53435611724853,2025-12-02 20:39:50
56.0,Baseline (Zero-shot),True,C,C,No quote provided,,14.723275184631348,2025-12-02 20:39:50
57.0,Baseline (Zero-shot),False,A,C,No quote provided,,23.6747465133667,2025-12-02 20:39:50
58.0,Baseline (Zero-shot),False,A,C,No quote provided,,17.842944860458374,2025-12-02 20:39:50
59.0,Baseline (Zero-shot),False,A,C,No quote provided,,18.41314125061035,2025-12-02 20:39:50
60.0,Baseline (Zero-shot),True,C,C,No quote provided,,16.274833917617798,2025-12-02 20:39:50
61.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.20297861099243,2025-12-02 20:39:50
62.0,Baseline (Zero-shot),False,A,C,No quote provided,,42.3942461013794,2025-12-02 20:39:50
63.0,Baseline (Zero-shot),True,C,C,No quote provided,,24.969614028930664,2025-12-02 20:39:50
64.0,Baseline (Zero-shot),False,A,C,No quote provided,,13.084659337997437,2025-12-02 20:39:50
65.0,Baseline (Zero-shot),True,C,C,No quote provided,,17.54805278778076,2025-12-02 20:39:50
66.0,Baseline (Zero-shot),True,C,C,No quote provided,,15.974496603012083,2025-12-02 20:39:50
67.0,Baseline (Zero-shot),True,C,C,No quote provided,,29.82122278213501,2025-12-02 20:39:50
68.0,Baseline (Zero-shot),True,C,C,No quote provided,,15.974115133285522,2025-12-02 20:39:50
69.0,Baseline (Zero-shot),True,C,C,No quote provided,,16.817413568496704,2025-12-02 20:39:50
70.0,Baseline (Zero-shot),True,C,C,No quote provided,,19.11081886291504,2025-12-02 20:39:50
1.0,BM25 RAG,True,C,C,"By leveraging the inherent sparsity and block-diagonal attention patterns present in RAG contexts, REFRAG compresses, senses, and expands context representations to significantly reduce both memory usage and inference latency, particularly the TTFT.",filename: 2509.01092v2.pdf page 10,21.489235639572144,2025-12-02 20:59:18
2.0,BM25 RAG,False,A,C,"performance of the reconstruction task with and without curriculum learning (i.e., reconstruction of x1:s from s/k chunk embedding directly).","2509.01092v2.pdf, Page: 5",16.28182578086853,2025-12-02 20:59:18
3.0,BM25 RAG,True,B,B,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization.",filename: 2509.01092v2.pdf page 9,16.282176971435547,2025-12-02 20:59:18
4.0,BM25 RAG,True,D,D,"This improvement is attributable to the limited 4k-token context window of LLaMAFT, which necessitates truncating portions of the conversational history in longer contexts, resulting in the loss of crucial information required to answer subsequent questions.",filename: 2509.01092v2.pdf page 7,12.606307983398438,2025-12-02 20:59:18
5.0,BM25 RAG,True,C,C,"RAG contexts often contain sparse information, with many retrieved passages being uninformative and reused across multiple inferences.",filename: 2509.01092v2.pdf page 1,22.195746898651123,2025-12-02 20:59:18
6.0,BM25 RAG,True,C,C,"The reconstruction task, while intuitive, is particularly challenging when multiple chunks must be reconstructed.","2509.01092v2.pdf, Page: 4",12.529492139816284,2025-12-02 20:59:18
7.0,BM25 RAG,True,C,C,"...a lightweight reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary and when low-cost, approximate chunk embeddings suffice .","2509.01092v2.pdf, Page: 1",12.90338945388794,2025-12-02 20:59:18
8.0,BM25 RAG,True,B,B,"With longer context lengths, we are able to achieve up tok2× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,13.789143800735474,2025-12-02 20:59:18
9.0,BM25 RAG,True,C,C,"Under equivalent latency constraints,REFRAGconsistently outperform LLaMA on both settings as the saved context can be reinvested to include additional information within the same latency budget.",filename: 2509.01092v2.pdf page 7,12.327297449111938,2025-12-02 20:59:18
10.0,BM25 RAG,True,C,C,"In contrast, a compression rate of64appears to be overly aggressive, resulting in diminished performance.",filename: 2509.01092v2.pdf page 6,12.453721284866331,2025-12-02 20:59:18
11.0,BM25 RAG,True,C,C,"These passages often exhibit low semantic similarity due to diversity or deduplication during re-ranking, leading to block-diagonal attention patterns that differ from those in standard LLM generation tasks.",filename: 2509.01092v2.pdf page 0,14.185211658477783,2025-12-02 20:59:18
12.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",12.993001461029053,2025-12-02 20:59:18
13.0,BM25 RAG,True,C,C,"Theoretical analysis (section A) shows that for short context lengths, our method achieves up to k× acceleration in TTFT and throughput. For longer context length, acceleration reaches up to k²× for both metrics.",filename: 2509.01092v2.pdf page 2,15.975996971130373,2025-12-02 20:59:18
14.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form. The encoder and decoder are fine-tuned to handle mixed inputs of compressed and uncompressed chunks. The policy network leverages chunk embeddings and masking to optimize sequential chunk expansion, thereby preserving the decoder’s autoregressive property...",filename: 2509.01092v2.pdf page 3,21.505757331848145,2025-12-02 20:59:18
15.0,BM25 RAG,True,C,C,"In this task, wefreeze the decoder model and only train the encoder and projection layer.","Source Reference: 2509.01092v2.pdf, Page: 3",15.671408653259276,2025-12-02 20:59:18
16.0,BM25 RAG,True,C,C,"To continuously adjust task difficulty, we vary the data mixture over time, starting with examples dominated by easier tasks (e.g., single chunk embedding) and gradually shifting towards those dominated by more difficult tasks (i.e.,L chunk embeddings).","2509.01092v2.pdf, Page: 3",17.50943422317505,2025-12-02 20:59:18
17.0,BM25 RAG,True,C,C,Table 13 demonstrates that REFRAG16 with RL-based selective compression consistently outperforms REFRAG8 across different datasets and context lengths.,filename: 2509.01092v2.pdf page 5,13.519834280014038,2025-12-02 20:59:18
18.0,BM25 RAG,True,C,C,"However, CEPE is limited to prefix context applications, as it disrupts the causal structure of the context, making it unsuitable for tasks such as multi-turn RAG or summarization. Additionally, CEPE does not utilize token compression, resulting in similar or even increased decoding latency.","Source Reference: 2509.01092v2.pdf, Page: 9",16.79521632194519,2025-12-02 20:59:18
19.0,BM25 RAG,True,C,C,"At equal latency (8 passages for REFRAG vs. 1 for LLaMA), REFRAG achieves a 1.93% average gain over 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,14.539571046829224,2025-12-02 20:59:18
20.0,BM25 RAG,True,C,C,"The original Llama-2-7B supports only a 4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.",filename: 2509.01092v2.pdf page 4,12.288787603378296,2025-12-02 20:59:18
21.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.","2509.01092v2.pdf, Page: 1",16.260430574417114,2025-12-02 20:59:18
22.0,BM25 RAG,True,C,C,"With longer context lengths, we are able to achieve up to k²× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,11.04968523979187,2025-12-02 20:59:18
23.0,BM25 RAG,True,C,C,"REFRAGsupports compression of token chunks at arbitrary positions (see figure 1) while preserving the autoregressive nature of the decoder, thereby supporting multi-turn and agentic applications. This “compress anywhere” capability is further enhanced by a lightweight reinforcement learning (RL) policy that selectively determines when full chunk token input is necessary and when low-cost, approximate chunk embeddings suffice .","2509.01092v2.pdf, Page: 1",22.41762137413025,2025-12-02 20:59:18
24.0,BM25 RAG,True,C,C,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the",filename: 2509.01092v2.pdf page 3,13.822295188903809,2025-12-02 20:59:18
25.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.","2509.01092v2.pdf, Page: 3",12.900790214538574,2025-12-02 20:59:18
26.0,BM25 RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of 16384 (mid-to-long context), REFRAG with k = 16 achieves 16.53× TTFT acceleration with cache and 8.59× without cache1...",filename: 2509.01092v2.pdf page 2,22.11264991760254,2025-12-02 20:59:18
27.0,BM25 RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.","2509.01092v2.pdf, Page: 7",15.049911260604858,2025-12-02 20:59:18
28.0,BM25 RAG,True,C,C,"For reference, LLaMA256 uses only the last 256 tokens, matching the number of chunk embeddings in REFRAG8 (s/k = 256), yet REFRAG8 consistently surpasses LLaMA256, demonstrating the effectiveness of compressed chunk embeddings.",filename: 2509.01092v2.pdf page 4,11.67171573638916,2025-12-02 20:59:18
29.0,BM25 RAG,True,C,C,"In contrast, a compression rate of 64 appears to be overly aggressive, resulting in diminished performance. These findings suggest a practical limit to the compression rate beyond which the model’s capability is significantly reduced.",filename: 2509.01092v2.pdf page 6,16.287147760391235,2025-12-02 20:59:18
30.0,BM25 RAG,True,C,C,"The original Llama-2-7B supports only a4k context window, whereas our approach enables extrapolation via chunk embeddings, extending context and supporting broader applications.",filename: 2509.01092v2.pdf page 4,15.442825317382812,2025-12-02 20:59:18
31.0,BM25 RAG,True,C,C,"It reduces attention computation complexity, which now scales quadratically with the number of chunks rather than the number of tokens in the context.",filename: 2509.01092v2.pdf page 1,10.666122198104858,2025-12-02 20:59:18
32.0,BM25 RAG,True,C,C,"Table 6 shows that with short context length s we are able to achieve k× acceleration in TTFT and up to k× acceleration in throughput. With longer context lengths, we are able to achieve up to k2× acceleration in both TTFT and throughput.",filename: 2509.01092v2.pdf page 15,11.568864822387695,2025-12-02 20:59:18
33.0,BM25 RAG,True,C,C,"Empirically, as shown in figure 2, with a context length of16384(mid-to-long context),REFRAG with k = 16achieves16 .53× TTFT acceleration with cache and8.59× without cache1...",filename: 2509.01092v2.pdf page 2,12.392146110534668,2025-12-02 20:59:18
34.0,BM25 RAG,True,C,C,"This task encourages the model to leverage contextual information for next-paragraph prediction, thereby equipping it for downstream applications.","2509.01092v2.pdf, Page: 3",54.98484611511231,2025-12-02 20:59:18
35.0,BM25 RAG,True,C,C,"For the reconstruction task, training begins with reconstructing a single chunk... Subsequently, the model reconstructs x1:2k frome cnk 1 , ecnk 2 , and so forth.",filename: 2509.01092v2.pdf page 3,18.769466400146484,2025-12-02 20:59:18
36.0,BM25 RAG,True,C,C,"A RL policy, guided by next-paragraph prediction perplexity as a negative reward, determines which chunks to retain in their original form.","2509.01092v2.pdf, Page: 3",16.864969730377197,2025-12-02 20:59:18
37.0,BM25 RAG,True,C,C,"With a compression rate of 16, we achieve a 9.3% average log-perplexity improvement over CEPE across four datasets2.","2509.01092v2.pdf, Page: 4",10.446492195129396,2025-12-02 20:59:18
38.0,BM25 RAG,False,,C,,,19.08850240707397,2025-12-02 20:59:18
39.0,BM25 RAG,True,C,C,We follow the work of Linetal.(2024)touseWikipediadumpsandCommonCrawl dumps to create a retrieval corpus with 400 million passages. Each passage contains less than 200 words. We use the DRAGON+ model Lin et al. (2023) as our retriever...,filename: 2509.01092v2.pdf page 7,19.02084708213806,2025-12-02 20:59:18
40.0,BM25 RAG,True,C,C,"At equal latency (8 passages forREFRAGvs. 1 for LLaMA),REFRAGattains a1.22%
average improvement across 16 RAG tasks.",filename: 2509.01092v2.pdf page 7,13.827250003814695,2025-12-02 20:59:18
41.0,BM25 RAG,True,C,C,"Chevalier et al. (2023) proposed recursive compression for documents, using compressed embeddings for prediction, similar to our method.","2509.01092v2.pdf, Page: 9",15.361876726150513,2025-12-02 20:59:18
42.0,BM25 RAG,True,B,B,"The main objectives are to align the encoder and projection layer so that: 1) encoder can compress k tokens with minimal information loss, and 2) projection layer can effectively map the encoder’s chunk embeddings into the",filename: 2509.01092v2.pdf page 3,14.977553129196169,2025-12-02 20:59:18
43.0,BM25 RAG,True,C,C,We employ RL to train a policy that optimally determines which segments to compress.,"Source Reference: 2509.01092v2.pdf, Page: 15",16.976608991622925,2025-12-02 20:59:18
